serialid,ipscntry,d3c,type_settlement,EU_story,most_used_media,q2b_media_used_news_2,q2b_media_used_news_2.1,q2b_media_used_news_3,q2b_media_used_news_4,q2b_media_used_news_5,q2b_media_used_news_6,q2b_media_used_news_7,q2b_media_used_news_8,q2b_media_used_news_9,q2b_media_used_news_10,q2b_media_used_news_11,q2t_1,q2t_2,q2t_3,q2t_4,q2t_5,q2t_6,q2t_7,q2t_8,q2t_9,q2t_10,q2t_11,q3_access_online_1,q3_access_online_2,q3_access_online_3,q3_access_online_4,q3_access_online_5,q3_access_online_6,q3_access_online_7,q3_access_online_8,q3_access_online_9,q4_app_used_1,q4_app_used_2,q4_app_used_3,q4_app_used_4,q4_app_used_5,q4_app_used_6,q4_app_used_7,q4_app_used_8,q4_app_used_9,q4_app_used_10,q4_app_used_11,q4_app_used_12,q4_app_used_13,q4_app_used_14,q5_purpose_social_networks_1,q5_purpose_social_networks_2,q5_purpose_social_networks_3,q5_purpose_social_networks_4,q5_purpose_social_networks_5,q5_purpose_social_networks_6,q5_purpose_social_networks_7,q5_purpose_social_networks_8,q5_purpose_social_networks_9,q5_purpose_social_networks_10,q5_purpose_social_networks_11,q5_purpose_social_networks_12,q6_topic_type_1,q6_topic_type_2,q6_topic_type_3,q6_topic_type_4,q6_topic_type_5,q6_topic_type_6,q6_topic_type_7,q6_topic_type_8,q6_topic_type_9,q6_topic_type_10,q6_topic_type_11,q6_topic_type_12,q6_topic_type_13,q7_trust_news_1,q7_trust_news_2,q7_trust_news_3,q7_trust_news_4,q7_trust_news_5,q7_trust_news_6,q7_trust_news_7,q7_trust_news_8,q7_trust_news_9,q8_news_follow_frequency,q9_influencers,q10_content_influencers_1,q10_content_influencers_2,q10_content_influencers_3,q10_content_influencers_4,q10_content_influencers_5,q10_content_influencers_6,q10_content_influencers_7,q10_content_influencers_8,age,age_category,d1r2,gender,profession,d4r1,d4r2,d5r,d5,family_size_15_above,d23,device_used,d12be,d12be_r,d12at,d12at_r,d12bg,d12cy,d12cz,d12dk,d12ee,d12de,d12gr,d12gr_r,d12es,d12es_r,d12fi,d12fr,d12fr_r,d12hu,d12ie,d12it,d12it_r,d12lt,d12lu,d12lv,d12nl,d12nl_r,d12pl,d12pl_r,d12pt,d12ro,d12se,d12se_r,d12si,d12si_r,d12sk,d12mt,d12hr,eu_nms3,eu15,eu_nms12,eu_nms13,eu25,eu27,eu_la6,w1,w5,w6,w7,w9,w10,w11,w13,w14,w24,w87,w94,w100,w102,w103
11,Austria,Has nationality of survey country,Small or middle sized town,Don't know,Online press and/or news platforms,,,,,,,"Social media platforms (e.g. Facebook, Instagram, etc.)",,,,,,,,Online press and/or news platforms,,,"Social media platforms (e.g. Facebook, Instagram, etc.)",,,,,,,You read articles or posts that appear in your online social networks,,,,,,,WhatsApp,,YouTube,Messenger,Instagram,X (Twitter),TikTok,,Snapchat,Telegram,,,,,To watch photo and video content,,,,,To buy or sell products,,,,,,,,,,,,,,"People (e.g. royals, celebrities, etc.)","Hobbies, lifestyle","Crime, accidents",,,,,,,"Other online news platforms incl. blogs, podcasts",,"People, groups or friends I follow on social media or messaging platforms","Influencers on social media channels (e.g. YouTube, Instagram, TikTok etc.)",,,Donâ€™t know,Yes,,,,,Motivational content,,,,15.0,15 - 24 years,15 - 24 years,Female,Still studying,Still in full-time education,Still in full-time education,Without a professional activity,Student (full-time),Don't know,1,Smartphone,,,Oberoesterreich,West-Oesterreich,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,EU NMS-3,EU-15,Not country group,Not country group,EU-25,EU-27,Not country group,1.42598445545798e+16,,,,,1.55410909741228e+16,0.4984985227266891,,0.6848917343846216,,0.7244956452278069,,,0.6755930080481158,
12,Austria,Has nationality of survey country,Small or middle sized town,No,"Social media platforms (e.g. Facebook, Instagram, etc.)",,,,Online press and/or news platforms,,,,,,,,,,,Online press and/or news platforms,,,"Social media platforms (e.g. Facebook, Instagram, etc.)",,,,,,"You use a news aggregator app or website, meaning a website or app that assembles information from different (...).",,,,,,,,WhatsApp,,YouTube,,Instagram,,TikTok,,Snapchat,,,,,,To watch photo and video content,,To send direct messages to friends and family,,,,"To share my own content (pictures, video, music, etc.)",,To follow what friends/family/colleagues are doing,,,,,,,,Sport,,,"People (e.g. royals, celebrities, etc.)",,,,,,,Private TV and Radio stations (incl. their online presence),"The written press (such as newspapers or magazines), incl. their online presence",,,,,,,You actively avoid all news,Yes,,,Insight into their everyday life Â ,,,Promotion and advertising of commercial products,,,22.0,15 - 24 years,15 - 24 years,Female,Refusal,Refusal,Refusal,Without a professional activity,Student (full-time),3,1,PC/Laptop/Tablet,,,Niederoesterreich,Ost-Oesterreich,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,EU NMS-3,EU-15,Not country group,Not country group,EU-25,EU-27,Not country group,1.32751473330774e+16,,,,,1.44679187496458e+16,0.464075278604132,,0.6375973206694391,,0.6744664288421851,,,0.6289407072221742,
13,Austria,Has nationality of survey country,Large town,Yes,TV,Radio,,,,,,,,,,,Radio,TV,,,,,,,,,,"You directly go to the website or app of the news source, e.g. the website of a newspaper, a magazine, or a TV channel",,,,,,,,,,,,,,,,,,Telegram,,,,,,,To send direct messages to friends and family,,,,,,,,,,,,,,,,,,,,,,,Public TV and Radio stations (incl. their online presence),,,,,,,,,You follow the news on a daily basis,No,,,,,,,,,65.0,55 years and older,65 years and older,Female,29,22 years and older,20 years and older,Without a professional activity,Retired,2,0,PC/Laptop/Tablet,,,Wien,Ost-Oesterreich,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,EU NMS-3,EU-15,Not country group,Not country group,EU-25,EU-27,Not country group,1292505011434980.0,,,,,1.40863653108823e+16,0.4518365094030783,,0.6207823623843199,,0.6566791444574467,,,0.6123540444290333,
14,Austria,Has nationality of survey country,Small or middle sized town,No,"Video platforms (e.g. YouTube, etc.)",,,,,,,"Social media platforms (e.g. Facebook, Instagram, etc.)",,,,,,,,,"Video platforms (e.g. YouTube, etc.)",,"Social media platforms (e.g. Facebook, Instagram, etc.)",,,,,,"You use a news aggregator app or website, meaning a website or app that assembles information from different (...).",,,Via notifications from news apps you registered to or via alerts you receive,,Other,,,WhatsApp,,YouTube,,Instagram,X (Twitter),TikTok,,Snapchat,Telegram,,,,,,To share my opinion publicly/ to discuss within social media groups,,,To follow the news and current events,To buy or sell products,,For professional reasons,To follow what friends/family/colleagues are doing,,,,Local news,National politics,,,Sport,,,"People (e.g. royals, celebrities, etc.)",,,,,,,Private TV and Radio stations (incl. their online presence),"The written press (such as newspapers or magazines), incl. their online presence","Other online news platforms incl. blogs, podcasts",,,,,,You actively search news several times a day,Yes,,,,,Motivational content,Promotion and advertising of commercial products,,,17.0,15 - 24 years,15 - 24 years,Male,10,Up to 14 years,Up to 15,Without a professional activity,Student (full-time),Don't know,DK/Refusal,PC/Laptop/Tablet,,,Oberoesterreich,West-Oesterreich,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,EU NMS-3,EU-15,Not country group,Not country group,EU-25,EU-27,Not country group,1.80058644481474e+16,,,,,1.96236905939139e+16,0.629452641889825,,0.8648108107900383,,0.9148185543898718,,,0.8530693359573573,
15,Austria,Has nationality of survey country,Large town,Yes,"Video platforms (e.g. YouTube, etc.)",,,,,,,"Social media platforms (e.g. Facebook, Instagram, etc.)","Messaging apps (e.g. WhatsApp, Messenger, etc.)",,,,,,,,"Video platforms (e.g. YouTube, etc.)",,"Social media platforms (e.g. Facebook, Instagram, etc.)","Messaging apps (e.g. WhatsApp, Messenger, etc.)",,,,,"You use a news aggregator app or website, meaning a website or app that assembles information from different (...).",,,Via notifications from news apps you registered to or via alerts you receive,,,,,,Facebook,YouTube,,Instagram,,TikTok,,,,,,,,,To share my opinion publicly/ to discuss within social media groups,,,To follow the news and current events,,,,,,,,,,European and international affairs,,Sport,Financial and economic news,Culture and art,,,,,,,Public TV and Radio stations (incl. their online presence),,,,,"People, groups or friends I follow on social media or messaging platforms","Influencers on social media channels (e.g. YouTube, Instagram, TikTok etc.)",,,You follow the news on a daily basis,Yes,,How toâ€™s (e.g. tutorials),Insight into their everyday life Â ,,,,,,24.0,15 - 24 years,15 - 24 years,Male,Still studying,Still in full-time education,Still in full-time education,Employee,Middle management,1,0,PC/Laptop/Tablet,,,Wien,Ost-Oesterreich,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,EU NMS-3,EU-15,Not country group,Not country group,EU-25,EU-27,Not country group,0.677147494139969,,,,,0.7379891673467575,0.2367185870819618,,0.325229857815508,,0.3440362963309915,,,0.3208142351813637,
16,Austria,Has nationality of survey country,Large town,Yes,Online press and/or news platforms,,,"Written (printed) press (e.g. newspapers, weekly or monthly magazine, etc.)",,,,,,,,,,,"Written (printed) press (e.g. newspapers, weekly or monthly magazine, etc.)",Online press and/or news platforms,,,,,,,,"You directly go to the website or app of the news source, e.g. the website of a newspaper, a magazine, or a TV channel",,,,,,,,,,,,,,,,,,,Viber,,,,,To share my opinion publicly/ to discuss within social media groups,,,,,,,,,,,,,,,,,,,"Hobbies, lifestyle",,,,,Public TV and Radio stations (incl. their online presence),,,,,,,,,You are trying to avoid some news topics,I do not use social media channels,,,,,,,,,20.0,15 - 24 years,15 - 24 years,Female,20,20 years,20 years and older,Self-employed,Manager of a company (self-employed),2,1,Smartphone,,,Wien,Ost-Oesterreich,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,EU NMS-3,EU-15,Not country group,Not country group,EU-25,EU-27,Not country group,0.5362707263939617,,,,,0.5844546280815374,0.1874706024078646,,0.257567595841499,,0.2724614594839996,,,0.2540706189229006,
17,Austria,Has nationality of survey country,Large town,Yes,"Social media platforms (e.g. Facebook, Instagram, etc.)",,,,,"Video platforms (e.g. YouTube, etc.)",,,,,,,,,,,"Video platforms (e.g. YouTube, etc.)",,"Social media platforms (e.g. Facebook, Instagram, etc.)",,,,,"You directly go to the website or app of the news source, e.g. the website of a newspaper, a magazine, or a TV channel",,,,,,,,,,,,,Instagram,,TikTok,,Snapchat,,,,,,,,,,,,,,To follow what friends/family/colleagues are doing,,,,Local news,,,,,,,,,,,,,,,,,,"People, groups or friends I follow on social media or messaging platforms",,,,You follow the news on a daily basis,Yes,,,,,Motivational content,,,,23.0,15 - 24 years,15 - 24 years,Female,20,20 years,20 years and older,Self-employed,"Professional (self-employed lawyer, medical practitioner, ...)",1,1,PC/Laptop/Tablet,,,Wien,Ost-Oesterreich,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,EU NMS-3,EU-15,Not country group,Not country group,EU-25,EU-27,Not country group,0.5362707263939617,,,,,0.5844546280815374,0.1874706024078646,,0.257567595841499,,0.2724614594839996,,,0.2540706189229006,
18,Austria,Has nationality of survey country,Small or middle sized town,No,Radio,,,,,"Video platforms (e.g. YouTube, etc.)",,"Social media platforms (e.g. Facebook, Instagram, etc.)","Messaging apps (e.g. WhatsApp, Messenger, etc.)",,,,Radio,,,,"Video platforms (e.g. YouTube, etc.)",,"Social media platforms (e.g. Facebook, Instagram, etc.)","Messaging apps (e.g. WhatsApp, Messenger, etc.)",,,,,,You read articles or posts that appear in your online social networks,"You read content shared by friends on direct messaging apps (e.g. WhatsApp, Messenger, etc.)",,,Other,,,WhatsApp,Facebook,YouTube,,Instagram,,TikTok,,Snapchat,,,,,,To watch photo and video content,,,,,To buy or sell products,"To share my own content (pictures, video, music, etc.)",,,,,,,,,,,,,,,,,,,,,,,YouTube or other video platforms,,,,,Donâ€™t know,Yes,,How toâ€™s (e.g. tutorials),,"Commentary on current events (e.g. on society, politics, economy, etc.)",Motivational content,,,,21.0,15 - 24 years,15 - 24 years,Male,16,16 years,16-19,Without a professional activity,Seeking a job,Don't know,DK/Refusal,PC/Laptop/Tablet,,,Steiermark,Sued-Oesterreich,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,EU NMS-3,EU-15,Not country group,Not country group,EU-25,EU-27,Not country group,17720368451928.0,,,,,1.93125427947207e+16,0.6194722152578915,,0.851098610263436,,0.9003134449407996,,,0.8395433050014576,
19,Austria,Has nationality of survey country,Small or middle sized town,Yes,Online press and/or news platforms,,TV,,,,,,,,,,,TV,,Online press and/or news platforms,,,,,,,,"You directly go to the website or app of the news source, e.g. the website of a newspaper, a magazine, or a TV channel",,,,,,,,,WhatsApp,Facebook,,Messenger,,,TikTok,,,,,,,,To watch photo and video content,To share my opinion publicly/ to discuss within social media groups,,,To follow the news and current events,To buy or sell products,,For professional reasons,,,,,,National politics,,Science and technology,Sport,,,,,"Crime, accidents",,,,,Private TV and Radio stations (incl. their online presence),,,,,,,,You actively search news several times a day,Yes,,,,"Commentary on current events (e.g. on society, politics, economy, etc.)",,,,,24.0,15 - 24 years,15 - 24 years,Male,19,19 years,16-19,Employee,Office clerk,2,0,PC/Laptop/Tablet,,,Niederoesterreich,Ost-Oesterreich,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,EU NMS-3,EU-15,Not country group,Not country group,EU-25,EU-27,Not country group,0.6646628913977936,,,,,0.7243828235854843,0.2323541944688563,,0.319233578408349,,0.3376932816617325,,,0.3148993668329825,
20,Austria,Yes,Rural area or village,No,Radio,,,,,"Video platforms (e.g. YouTube, etc.)",,,,,,,Radio,,,,"Video platforms (e.g. YouTube, etc.)",,,,,,,,,,,,,,You never access news online,,WhatsApp,Facebook,YouTube,,Instagram,X (Twitter),TikTok,,Snapchat,,,,,,To watch photo and video content,,,To play video games,,To buy or sell products,"To share my own content (pictures, video, music, etc.)",,,To get to know new people,,,,,,,,,,,,,,,,,,,,,,,,Donâ€™t know,Donâ€™t know,Yes,,How toâ€™s (e.g. tutorials),Insight into their everyday life Â ,,Motivational content,,,,23.0,15 - 24 years,15 - 24 years,Male,Still studying,Still in full-time education,Still in full-time education,Manual worker,Manual worker,2,0,PC/Laptop/Tablet,,,Niederoesterreich,Ost-Oesterreich,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,EU NMS-3,EU-15,Not country group,Not country group,EU-25,EU-27,Not country group,0.6646628913977936,,,,,0.7243828235854843,0.2323541944688563,,0.319233578408349,,0.3376932816617325,,,0.3148993668329825,
21,Austria,Has nationality of survey country,Small or middle sized town,Yes,Online press and/or news platforms,,,,,"Video platforms (e.g. YouTube, etc.)",,"Social media platforms (e.g. Facebook, Instagram, etc.)",,,,,,,,Online press and/or news platforms,"Video platforms (e.g. YouTube, etc.)",,"Social media platforms (e.g. Facebook, Instagram, etc.)",,,,,,"You use a news aggregator app or website, meaning a website or app that assembles information from different (...).",,"You read content shared by friends on direct messaging apps (e.g. WhatsApp, Messenger, etc.)",,,,,,,,YouTube,,,X (Twitter),,,,,,,,,To watch photo and video content,,,,To follow the news and current events,,,,To follow what friends/family/colleagues are doing,,,,,,,,,Financial and economic news,Culture and art,,,"Crime, accidents",,,,,,"The written press (such as newspapers or magazines), incl. their online presence",,YouTube or other video platforms,"People, groups or friends I follow on social media or messaging platforms",,,,You follow the news on a daily basis,Yes,,,,"Commentary on current events (e.g. on society, politics, economy, etc.)",,Promotion and advertising of commercial products,,,23.0,15 - 24 years,15 - 24 years,Male,Refusal,Refusal,Refusal,Refusal,Refusal,3,DK/Refusal,PC/Laptop/Tablet,,,Steiermark,Sued-Oesterreich,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,EU NMS-3,EU-15,Not country group,Not country group,EU-25,EU-27,Not country group,1.37074074501297e+16,,,,,1.49390174196125e+16,0.4791863149804041,,0.6583585134117661,,0.6964281389584064,,,0.6494200267281366,
22,Austria,Has nationality of survey country,Rural area or village,Yes,"Video platforms (e.g. YouTube, etc.)",,TV,,,,,,,,,,,TV,,,"Video platforms (e.g. YouTube, etc.)",,,,,,,"You directly go to the website or app of the news source, e.g. the website of a newspaper, a magazine, or a TV channel",,,,,,,,,,,YouTube,,,,,,,,,,,,To watch photo and video content,,,To play video games,,,,,,,,,Local news,National politics,,Science and technology,,,,,,,,,,Public TV and Radio stations (incl. their online presence),,"The written press (such as newspapers or magazines), incl. their online presence",,YouTube or other video platforms,,,,,You follow the news from time to time,Yes,,,,,Motivational content,,,,20.0,15 - 24 years,15 - 24 years,Male,18,18 years,16-19,Employee,Other (Employee),1,0,PC/Laptop/Tablet,,,Kaernten,Sued-Oesterreich,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,EU NMS-3,EU-15,Not country group,Not country group,EU-25,EU-27,Not country group,0.8612587846781639,,,,,0.9386428494164044,0.3010805834552798,,0.4136574003555823,,0.4375771674966268,,,0.4080412032694354,
23,Austria,Has nationality of survey country,Large town,Yes,Radio,,TV,,,,,,,,,,Radio,TV,,,,,,,,,,,,,"You read content shared by friends on direct messaging apps (e.g. WhatsApp, Messenger, etc.)",,,,,,,,,,,,,,,,,,,Donâ€™t know,,,,,,,,,,,,,,,,,,,,,,,,,Donâ€™t know,Public TV and Radio stations (incl. their online presence),,,,,,,,,You follow the news on a daily basis,No,,,,,,,,,65.0,55 years and older,65 years and older,Female,29,22 years and older,20 years and older,Without a professional activity,Other (without a professional activity),2,0,PC/Laptop/Tablet,,,Wien,Ost-Oesterreich,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,EU NMS-3,EU-15,Not country group,Not country group,EU-25,EU-27,Not country group,1292505011434980.0,,,,,1.40863653108823e+16,0.4518365094030783,,0.6207823623843199,,0.6566791444574467,,,0.6123540444290333,
24,Austria,Has nationality of survey country,Small or middle sized town,Yes,"Social media platforms (e.g. Facebook, Instagram, etc.)",,TV,,,,,,,,,,,TV,,,,,"Social media platforms (e.g. Facebook, Instagram, etc.)",,,,,,,,,Via notifications from news apps you registered to or via alerts you receive,,,,,,,,,Instagram,,,,,,,,,,,,,,,,,,,To get to know new people,,,,,,,,,,,"Hobbies, lifestyle",,,,,,,,,,,"Influencers on social media channels (e.g. YouTube, Instagram, TikTok etc.)",,,You follow the news from time to time,No,,,,,,,,,23.0,15 - 24 years,15 - 24 years,Male,Still studying,Still in full-time education,Still in full-time education,Self-employed,"Professional (self-employed lawyer, medical practitioner, ...)",Refusal,DK/Refusal,PC/Laptop/Tablet,,,Salzburg,West-Oesterreich,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,EU NMS-3,EU-15,Not country group,Not country group,EU-25,EU-27,Not country group,0.8045367193975826,,,,,0.8768243090114509,0.2812515694431353,,0.3864141344705989,,0.4087585579200518,,,0.3811678172665691,
25,Austria,Yes,Large town,No,"Social media platforms (e.g. Facebook, Instagram, etc.)",,,,,,,,"Messaging apps (e.g. WhatsApp, Messenger, etc.)",,,,,,,,,,"Social media platforms (e.g. Facebook, Instagram, etc.)","Messaging apps (e.g. WhatsApp, Messenger, etc.)",,,,"You directly go to the website or app of the news source, e.g. the website of a newspaper, a magazine, or a TV channel",,You read articles or posts that appear in your online social networks,,,,,,,WhatsApp,Facebook,YouTube,,Instagram,X (Twitter),TikTok,,Snapchat,,,,,,To watch photo and video content,,To send direct messages to friends and family,,,,,,To follow what friends/family/colleagues are doing,,,,,,,,,,,"People (e.g. royals, celebrities, etc.)","Hobbies, lifestyle","Crime, accidents",,,,Public TV and Radio stations (incl. their online presence),,,,,"People, groups or friends I follow on social media or messaging platforms",,,,You follow the news from time to time,Yes,,,Insight into their everyday life Â ,,,,Other,,20.0,15 - 24 years,15 - 24 years,Female,18,18 years,16-19,Without a professional activity,Student (full-time),3,0,PC/Laptop/Tablet,,,Wien,Ost-Oesterreich,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,EU NMS-3,EU-15,Not country group,Not country group,EU-25,EU-27,Not country group,1.35244992119656e+16,,,,,1.4739674884121e+16,0.4727921718906708,,0.649573541037772,,0.6871351749629744,,,0.64075432729887,
26,Austria,Has nationality of survey country,Large town,Don't know,TV,Radio,,,Online press and/or news platforms,,,,,,,,Radio,TV,,Online press and/or news platforms,,,,,,,,,,,,Via notifications from news apps you registered to or via alerts you receive,,,,,WhatsApp,Facebook,,,,,,,,,,,,,,,,,,,,,To follow what friends/family/colleagues are doing,,,,Local news,National politics,European and international affairs,,,,,,,,,,,,Private TV and Radio stations (incl. their online presence),"The written press (such as newspapers or magazines), incl. their online presence",,,,,,,You actively search news several times a day,No,,,,,,,,,72.0,55 years and older,65 years and older,Female,18,18 years,16-19,Without a professional activity,Retired,1,0,Smartphone,,,Salzburg,West-Oesterreich,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,EU NMS-3,EU-15,Not country group,Not country group,EU-25,EU-27,Not country group,1.53565914472674e+16,,,,,1.67363805279188e+16,0.5368388218594916,,0.7375678262339194,,0.7802177356494796,,,0.72755392034714,
27,Austria,Has nationality of survey country,Rural area or village,No,"Messaging apps (e.g. WhatsApp, Messenger, etc.)",,TV,,,,,,,,,,,TV,,,,,,"Messaging apps (e.g. WhatsApp, Messenger, etc.)",,,,"You directly go to the website or app of the news source, e.g. the website of a newspaper, a magazine, or a TV channel",,,,,,Other,,,WhatsApp,Facebook,YouTube,,Instagram,,,,Snapchat,,,,,,,To share my opinion publicly/ to discuss within social media groups,To send direct messages to friends and family,,,To buy or sell products,"To share my own content (pictures, video, music, etc.)",,,To get to know new people,,,,,,,,,,,"Hobbies, lifestyle",,,,,,,,,,"People, groups or friends I follow on social media or messaging platforms","Influencers on social media channels (e.g. YouTube, Instagram, TikTok etc.)",,,You follow the news from time to time,Yes,,How toâ€™s (e.g. tutorials),Insight into their everyday life Â ,,,,,,16.0,15 - 24 years,15 - 24 years,Male,Still studying,Still in full-time education,Still in full-time education,Employee,"Other employee (salesman, nurse, ...)",4,0,PC/Laptop/Tablet,,,Oberoesterreich,West-Oesterreich,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,EU NMS-3,EU-15,Not country group,Not country group,EU-25,EU-27,Not country group,0.7139649206690144,,,,,0.7781146380649645,0.2495892973236334,,0.3429130457454618,,0.3627420157984742,,,0.3382573397272402,
28,Austria,Has nationality of survey country,Rural area or village,Yes,"Social media platforms (e.g. Facebook, Instagram, etc.)",,,,Online press and/or news platforms,,,,"Messaging apps (e.g. WhatsApp, Messenger, etc.)",,,,,,,Online press and/or news platforms,,,"Social media platforms (e.g. Facebook, Instagram, etc.)","Messaging apps (e.g. WhatsApp, Messenger, etc.)",,,,"You directly go to the website or app of the news source, e.g. the website of a newspaper, a magazine, or a TV channel",,You read articles or posts that appear in your online social networks,"You read content shared by friends on direct messaging apps (e.g. WhatsApp, Messenger, etc.)",,,,,,WhatsApp,,,,Instagram,,,,Snapchat,,,,,,To watch photo and video content,,To send direct messages to friends and family,,To follow the news and current events,,,For professional reasons,To follow what friends/family/colleagues are doing,,,,Local news,,,,,Financial and economic news,,,"Hobbies, lifestyle","Crime, accidents",,,,Public TV and Radio stations (incl. their online presence),Private TV and Radio stations (incl. their online presence),"The written press (such as newspapers or magazines), incl. their online presence",,,,,,,You follow the news from time to time,No,,,,,,,,,24.0,15 - 24 years,15 - 24 years,Female,18,18 years,16-19,Employee,Office clerk,6,0,PC/Laptop/Tablet,,,Tirol,West-Oesterreich,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,EU NMS-3,EU-15,Not country group,Not country group,EU-25,EU-27,Not country group,0.6432270695591372,,,,,0.7010209940771357,0.2248606166257719,,0.3089380824505604,,0.3268024479541534,,,0.30474365209112,
29,Austria,Yes,Large town,No,"Social media platforms (e.g. Facebook, Instagram, etc.)",,TV,"Written (printed) press (e.g. newspapers, weekly or monthly magazine, etc.)",,"Video platforms (e.g. YouTube, etc.)",,,,,,,,TV,"Written (printed) press (e.g. newspapers, weekly or monthly magazine, etc.)",,"Video platforms (e.g. YouTube, etc.)",,"Social media platforms (e.g. Facebook, Instagram, etc.)",,,,,,,You read articles or posts that appear in your online social networks,"You read content shared by friends on direct messaging apps (e.g. WhatsApp, Messenger, etc.)",,,,,,WhatsApp,Facebook,YouTube,Messenger,Instagram,,TikTok,LinkedIn,,,Viber,,,,To watch photo and video content,To share my opinion publicly/ to discuss within social media groups,To send direct messages to friends and family,,To follow the news and current events,To buy or sell products,"To share my own content (pictures, video, music, etc.)",For professional reasons,To follow what friends/family/colleagues are doing,,,,,,,Science and technology,,,Culture and art,"People (e.g. royals, celebrities, etc.)","Hobbies, lifestyle","Crime, accidents",,,,,,,,YouTube or other video platforms,"People, groups or friends I follow on social media or messaging platforms","Influencers on social media channels (e.g. YouTube, Instagram, TikTok etc.)",,,You follow the news from time to time,Yes,,,Insight into their everyday life Â ,,Motivational content,Promotion and advertising of commercial products,,,24.0,15 - 24 years,15 - 24 years,Female,Still studying,Still in full-time education,Still in full-time education,Employee,"Professional (employed doctor, lawyer, accountant, architect ...)",2,0,PC/Laptop/Tablet,,,Tirol,West-Oesterreich,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,EU NMS-3,EU-15,Not country group,Not country group,EU-25,EU-27,Not country group,0.6432270695591372,,,,,0.7010209940771357,0.2248606166257719,,0.3089380824505604,,0.3268024479541534,,,0.30474365209112,
30,Austria,Has nationality of survey country,Large town,Yes,TV,Radio,,,,,,,,,,,Radio,TV,,,,,,,,,,"You directly go to the website or app of the news source, e.g. the website of a newspaper, a magazine, or a TV channel",,,,,,,,,,,,,,,,,,Telegram,,,,,,,To send direct messages to friends and family,,,,,,,,,,,,,,,Financial and economic news,,,,,,,,Public TV and Radio stations (incl. their online presence),Private TV and Radio stations (incl. their online presence),"The written press (such as newspapers or magazines), incl. their online presence",,,,,,,You follow the news on a daily basis,No,,,,,,,,,65.0,55 years and older,65 years and older,Female,29,22 years and older,20 years and older,Without a professional activity,Retired,2,0,Smartphone,,,Wien,Ost-Oesterreich,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,EU NMS-3,EU-15,Not country group,Not country group,EU-25,EU-27,Not country group,1292505011434980.0,,,,,1.40863653108823e+16,0.4518365094030783,,0.6207823623843199,,0.6566791444574467,,,0.6123540444290333,
31,Austria,Has nationality of survey country,Small or middle sized town,Don't know,"Social media platforms (e.g. Facebook, Instagram, etc.)",,,,Online press and/or news platforms,,,,"Messaging apps (e.g. WhatsApp, Messenger, etc.)",,,,,,,Online press and/or news platforms,,,"Social media platforms (e.g. Facebook, Instagram, etc.)","Messaging apps (e.g. WhatsApp, Messenger, etc.)",,,,,,,"You read content shared by friends on direct messaging apps (e.g. WhatsApp, Messenger, etc.)",,Via email newsletter(s) you receive,,,,WhatsApp,Facebook,,,,,,,,,,,,,,To share my opinion publicly/ to discuss within social media groups,To send direct messages to friends and family,To play video games,,,,,To follow what friends/family/colleagues are doing,,,,,,,Science and technology,,,,,"Hobbies, lifestyle",,,,,,,,,,"People, groups or friends I follow on social media or messaging platforms",,,,You follow the news from time to time,No,,,,,,,,,65.0,55 years and older,65 years and older,Male,18,18 years,16-19,Employee,Middle management,2,0,Smartphone,,,Niederoesterreich,Ost-Oesterreich,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,EU NMS-3,EU-15,Not country group,Not country group,EU-25,EU-27,Not country group,0.3481205906307906,,,,,0.3793992107172657,0.1216966983728142,,0.1672002202966136,,0.1768685843389067,,,0.1649301548046733,
